"","location","date","total_deaths_per_million","mask_category"
"3100","Ukraine",161,8.916,2
"3101","Finland",161,54.505,1
"3102","Portugal",161,147.31,3
"3103","Czechia",161,31.447,1
"3104","Greece",161,17.718,3
"3105","Austria",161,76.737,2
"3106","Switzerland",161,197.815,1
"3107","Estonia",161,103.313,2
"3108","North Macedonia",161,95.529,2
"3109","Spain",161,621.717,3
"3110","Romania",161,70.908,3
"3111","France",161,294.801,3
"3112","Belgium",161,824.731,2
"3113","Hungary",161,56.083,3
"3114","Slovakia",161,4.961,3
"3115","Italy",161,581.004,3
"3116","Serbia",161,36.818,1
"3117","Belarus",161,31.778,2
"3118","United Kingdom",161,806.604,2
"3119","Ireland",161,335.45,2
"3120","Norway",161,44.532,1
"3121","Lithuania",161,21.454,3
"3122","Poland",161,31.011,3
"3123","Albania",161,12.666,1
"3124","Germany",161,110.532,2
"3125","Latvia",161,15.13,2
"3126","Bosnia and Herzegovina",161,50.409,1
"3127","Netherlands",161,349.863,1
"3128","Denmark",162,102.512,1
"3129","Bosnia and Herzegovina",162,50.719,1
"3130","Sweden",162,483.537,1
"3131","France",162,294.801,3
"3132","Lithuania",162,21.818,3
"3133","Netherlands",162,349.863,1
"3134","Spain",162,621.717,3
"3135","Romania",162,71.722,3
"3136","North Macedonia",162,95.529,2
"3137","Finland",162,54.505,1
"3138","Slovakia",162,4.961,3
"3139","Croatia",162,26.548,1
"3140","Italy",162,581.749,3
"3141","Ireland",162,335.848,2
"3142","Albania",162,12.666,1
"3143","Germany",162,110.532,2
"3144","Greece",162,17.718,3
"3145","Estonia",162,103.313,2
"3146","Serbia",162,36.964,1
"3147","Latvia",162,15.13,2
"3148","Austria",162,76.849,2
"3149","United Kingdom",162,808.1,2
"3150","Norway",162,44.532,1
"3151","Switzerland",162,197.815,1
"3152","Czechia",162,31.542,1
"3153","Belgium",162,825.16,2
"3154","Portugal",162,147.31,3
"3155","Hungary",162,56.485,3
"3156","Ukraine",162,8.916,2
"3157","Belarus",162,32.302,2
"3158","Poland",162,31.262,3
"3159","Slovenia",162,53.778,2
"3160","Bulgaria",162,25.361,2
"3161","Sweden",163,486.381,1
"3162","Netherlands",163,349.863,1
"3163","Ireland",163,336.047,2
"3164","North Macedonia",163,95.529,2
"3165","Norway",163,44.532,1
"3166","Italy",163,582.19,3
"3167","Finland",163,54.505,1
"3168","Portugal",163,147.31,3
"3169","Slovakia",163,4.961,3
"3170","Belgium",163,825.589,2
"3171","Romania",163,72.587,3
"3172","Belarus",163,32.722,2
"3173","Slovenia",163,53.778,2
"3174","United Kingdom",163,810.115,2
"3175","Croatia",163,26.548,1
"3176","Serbia",163,37.11,1
"3177","Ukraine",163,8.916,2
"3178","Hungary",163,56.685,3
"3179","Lithuania",163,21.818,3
"3180","Greece",163,17.718,3
"3181","Latvia",163,15.13,2
"3182","Poland",163,31.487,3
"3183","Germany",163,110.532,2
"3184","Denmark",163,102.682,1
"3185","Switzerland",163,197.815,1
"3186","Bosnia and Herzegovina",163,51.028,1
"3187","Bulgaria",163,25.361,2
"3188","Spain",163,621.717,3
"3189","Czechia",163,31.637,1
"3190","Austria",163,77.408,2
"3191","Estonia",163,103.313,2
"3192","France",163,294.801,3
"3193","Albania",163,12.666,1
"3194","Belarus",164,33.351,2
"3195","Poland",164,31.889,3
"3196","Greece",164,17.718,3
"3197","Ireland",164,336.445,2
"3198","Portugal",164,147.31,3
"3199","Italy",164,582.765,3
"3200","Albania",164,12.666,1
"3201","Switzerland",164,197.93,1
"3202","Estonia",164,103.313,2
"3203","Bulgaria",164,25.361,2
"3204","Belgium",164,826.275,2
"3205","France",164,294.801,3
"3206","Hungary",164,56.886,3
"3207","Lithuania",164,21.818,3
"3208","Czechia",164,31.732,1
"3209","Latvia",164,15.13,2
"3210","Bosnia and Herzegovina",164,51.956,1
"3211","Serbia",164,37.255,1
"3212","Spain",164,621.717,3
"3213","Austria",164,77.968,2
"3214","Germany",164,110.532,2
"3215","Croatia",164,26.548,1
"3216","Denmark",164,102.682,1
"3217","Ukraine",164,8.916,2
"3218","Netherlands",164,349.863,1
"3219","Sweden",164,489.035,1
"3220","United Kingdom",164,811.7,2
"3221","North Macedonia",164,95.529,2
"3222","Slovenia",164,53.778,2
"3223","Norway",164,44.716,1
"3224","Finland",164,54.505,1
"3225","Slovakia",164,4.961,3
"3226","Romania",164,73.095,3
"3227","Ukraine",165,8.916,2
"3228","Spain",165,621.717,3
"3229","Latvia",165,15.13,2
"3230","Estonia",165,103.313,2
"3231","United Kingdom",165,813.477,2
"3232","Denmark",165,102.682,1
"3233","Ireland",165,336.843,2
"3234","Poland",165,32.24,3
"3235","Germany",165,110.532,2
"3236","Bulgaria",165,25.361,2
"3237","Portugal",165,147.31,3
"3238","Belarus",165,33.98,2
"3239","Belgium",165,827.047,2
"3240","Slovenia",165,53.778,2
"3241","Hungary",165,56.986,3
"3242","Norway",165,44.9,1
"3243","Lithuania",165,21.818,3
"3244","Czechia",165,31.828,1
"3245","Serbia",165,37.401,1
"3246","Bosnia and Herzegovina",165,51.956,1
"3247","Austria",165,78.303,2
"3248","Netherlands",165,349.863,1
"3249","Croatia",165,26.548,1
"3250","France",165,294.801,3
"3251","Switzerland",165,197.93,1
"3252","Greece",165,17.718,3
"3253","Albania",165,13.018,1
"3254","North Macedonia",165,95.529,2
"3255","Sweden",165,492.068,1
"3256","Italy",165,583.494,3
"3257","Romania",165,73.807,3
"3258","Finland",165,54.686,1
"3259","Slovakia",165,4.961,3
"3260","Latvia",166,15.13,2
"3261","Czechia",166,32.018,1
"3262","Croatia",166,26.548,1
"3263","Estonia",166,103.313,2
"3264","Finland",166,54.686,1
"3265","Hungary",166,56.986,3
"3266","Sweden",166,494.817,1
"3267","Bosnia and Herzegovina",166,51.956,1
"3268","Germany",166,110.532,2
"3269","France",166,294.801,3
"3270","Bulgaria",166,25.361,2
"3271","Netherlands",166,349.863,1
"3272","Spain",166,621.717,3
"3273","Slovakia",166,4.961,3
"3274","North Macedonia",166,95.529,2
"3275","Belgium",166,827.734,2
"3276","Austria",166,78.415,2
"3277","Ireland",166,337.241,2
"3278","Lithuania",166,21.818,3
"3279","Slovenia",166,53.778,2
"3280","Portugal",166,147.31,3
"3281","Albania",166,13.369,1
"3282","Greece",166,17.718,3
"3283","Ukraine",166,8.916,2
"3284","Poland",166,32.993,3
"3285","Belarus",166,34.714,2
"3286","Italy",166,584.612,3
"3287","Switzerland",166,197.93,1
"3288","United Kingdom",166,815.033,2
"3289","Romania",166,74.926,3
"3290","Norway",166,44.9,1
"3291","Denmark",166,103.022,1
"3292","Serbia",166,37.546,1
"3293","Italy",167,585.408,3
"3294","Austria",167,78.415,2
"3295","Estonia",167,103.313,2
"3296","Ireland",167,337.839,2
"3297","Netherlands",167,349.863,1
"3298","Czechia",167,32.114,1
"3299","Lithuania",167,21.818,3
"3300","Belgium",167,828.163,2
"3301","Slovenia",167,53.778,2
"3302","Bosnia and Herzegovina",167,52.265,1
"3303","Portugal",167,147.31,3
"3304","France",167,294.801,3
"3305","Romania",167,75.486,3
"3306","Croatia",167,26.548,1
"3307","Albania",167,13.721,1
"3308","Norway",167,44.9,1
"3309","Switzerland",167,197.93,1
"3310","Sweden",167,497.661,1
"3311","Poland",167,33.444,3
"3312","Slovakia",167,4.961,3
"3313","Belarus",167,35.344,2
"3314","Hungary",167,57.187,3
"3315","Germany",167,110.532,2
"3316","Ukraine",167,8.916,2
"3317","Serbia",167,37.692,1
"3318","Bulgaria",167,25.361,2
"3319","United Kingdom",167,816.351,2
"3320","Finland",167,54.686,1
"3321","Latvia",167,15.13,2
"3322","Greece",167,17.718,3
"3323","Spain",167,621.717,3
"3324","North Macedonia",167,95.529,2
"3325","Denmark",167,103.022,1
"3326","Greece",168,18.296,3
"3327","Albania",168,14.777,1
"3328","Bulgaria",168,29.343,2
"3329","Finland",168,54.686,1
"3330","Germany",168,111.023,2
"3331","France",168,297.261,3
"3332","Spain",168,624.093,3
"3333","Slovenia",168,53.778,2
"3334","Portugal",168,149.257,3
"3335","Switzerland",168,197.93,1
"3336","Belarus",168,35.973,2
"3337","Poland",168,33.746,3
"3338","Lithuania",168,21.818,3
"3339","Latvia",168,16.21,2
"3340","Hungary",168,57.187,3
"3341","Romania",168,76.3,3
"3342","Slovakia",168,4.961,3
"3343","Denmark",168,103.022,1
"3344","Norway",168,44.9,1
"3345","Croatia",168,26.548,1
"3346","Serbia",168,37.837,1
"3347","Belgium",168,828.506,2
"3348","Bosnia and Herzegovina",168,52.574,1
"3349","United Kingdom",168,817.655,2
"3350","Netherlands",168,351.286,1
"3351","Italy",168,586.238,3
"3352","Czechia",168,32.209,1
"3353","Sweden",168,500.41,1
"3354","Estonia",168,103.313,2
"3355","North Macedonia",168,121.322,2
"3356","Ukraine",168,9.924,2
"3357","Ireland",168,338.237,2
"3358","Austria",168,78.639,2
"3359","Finland",169,54.686,1
"3360","Slovakia",169,4.961,3
"3361","Slovenia",169,53.778,2
"3362","Austria",169,78.862,2
"3363","Denmark",169,103.022,1
"3364","Albania",169,15.128,1
"3365","Romania",169,76.91,3
"3366","Sweden",169,502.495,1
"3367","Hungary",169,57.388,3
"3368","Switzerland",169,198.044,1
"3369","North Macedonia",169,121.322,2
"3370","Greece",169,18.296,3
"3371","Belarus",169,36.288,2
"3372","Estonia",169,103.313,2
"3373","Latvia",169,16.21,2
"3374","Czechia",169,32.304,1
"3375","Italy",169,586.644,3
"3376","Ireland",169,338.237,2
"3377","Norway",169,45.636,1
"3378","Poland",169,33.996,3
"3379","Belgium",169,828.849,2
"3380","Germany",169,111.023,2
"3381","Spain",169,624.093,3
"3382","France",169,297.261,3
"3383","Serbia",169,37.983,1
"3384","United Kingdom",169,818.943,2
"3385","Ukraine",169,9.924,2
"3386","Netherlands",169,351.286,1
"3387","Portugal",169,149.257,3
"3388","Lithuania",169,21.818,3
"3389","Croatia",169,26.548,1
"3390","Bulgaria",169,29.343,2
"3391","Bosnia and Herzegovina",169,52.574,1
"3392","Ukraine",170,9.924,2
"3393","Netherlands",170,351.286,1
"3394","Belarus",170,36.812,2
"3395","Estonia",170,103.313,2
"3396","Bosnia and Herzegovina",170,52.883,1
"3397","Croatia",170,26.548,1
"3398","Hungary",170,57.488,3
"3399","United Kingdom",170,820.128,2
"3400","Denmark",170,103.362,1
"3401","Albania",170,15.48,1
"3402","Serbia",170,38.128,1
"3403","Belgium",170,829.535,2
"3404","Ireland",170,338.237,2
"3405","Slovakia",170,4.961,3
"3406","Norway",170,45.636,1
"3407","Slovenia",170,53.778,2
"3408","Latvia",170,16.21,2
"3409","Romania",170,77.47,3
"3410","Poland",170,34.072,3
"3411","Austria",170,79.086,2
"3412","Germany",170,111.023,2
"3413","Sweden",170,504.391,1
"3414","Switzerland",170,198.159,1
"3415","France",170,297.261,3
"3416","Spain",170,624.093,3
"3417","Greece",170,18.296,3
"3418","Finland",170,54.686,1
"3419","Portugal",170,149.257,3
"3420","Italy",170,587.034,3
"3421","Lithuania",170,22.181,3
"3422","North Macedonia",170,121.322,2
"3423","Czechia",170,32.399,1
"3424","Bulgaria",170,29.343,2
"3425","United Kingdom",171,821.358,2
"3426","Portugal",171,149.257,3
"3427","Croatia",171,26.548,1
"3428","Belgium",171,830.565,2
"3429","Poland",171,34.473,3
"3430","Bulgaria",171,29.343,2
"3431","Ireland",171,338.635,2
"3432","Slovakia",171,4.961,3
"3433","North Macedonia",171,121.322,2
"3434","Ukraine",171,9.924,2
"3435","Bosnia and Herzegovina",171,53.193,1
"3436","Austria",171,79.422,2
"3437","Finland",171,54.686,1
"3438","Lithuania",171,22.181,3
"3439","Netherlands",171,351.286,1
"3440","Serbia",171,38.274,1
"3441","Norway",171,45.82,1
"3442","Germany",171,111.023,2
"3443","France",171,297.261,3
"3444","Estonia",171,103.313,2
"3445","Hungary",171,57.488,3
"3446","Spain",171,624.093,3
"3447","Romania",171,78.284,3
"3448","Sweden",171,506.761,1
"3449","Italy",171,587.339,3
"3450","Denmark",171,103.532,1
"3451","Greece",171,18.296,3
"3452","Switzerland",171,198.159,1
"3453","Albania",171,15.48,1
"3454","Czechia",171,32.399,1
"3455","Slovenia",171,53.778,2
"3456","Latvia",171,16.21,2
"3457","Belarus",171,37.441,2
"3458","Germany",172,111.023,2
"3459","Italy",172,587.491,3
"3460","Latvia",172,16.21,2
"3461","Netherlands",172,351.286,1
"3462","Estonia",172,103.313,2
"3463","Ireland",172,339.829,2
"3464","United Kingdom",172,822.795,2
"3465","Sweden",172,508.847,1
"3466","Belgium",172,830.908,2
"3467","Croatia",172,26.548,1
"3468","France",172,297.261,3
"3469","North Macedonia",172,121.322,2
"3470","Romania",172,79.098,3
"3471","Slovakia",172,4.961,3
"3472","Denmark",172,103.532,1
"3473","Hungary",172,57.789,3
"3474","Austria",172,79.645,2
"3475","Czechia",172,32.781,1
"3476","Slovenia",172,53.778,2
"3477","Norway",172,45.82,1
"3478","Albania",172,15.832,1
"3479","Belarus",172,37.966,2
"3480","Ukraine",172,9.924,2
"3481","Poland",172,35,3
"3482","Lithuania",172,22.181,3
"3483","Serbia",172,38.274,1
"3484","Finland",172,54.686,1
"3485","Bosnia and Herzegovina",172,53.502,1
"3486","Portugal",172,149.257,3
"3487","Bulgaria",172,29.343,2
"3488","Spain",172,624.093,3
"3489","Greece",172,18.296,3
"3490","Switzerland",172,198.159,1
"3491","Italy",173,587.728,3
"3492","Sweden",173,511.027,1
"3493","Latvia",173,16.21,2
"3494","France",173,297.261,3
"3495","Czechia",173,32.781,1
"3496","Lithuania",173,22.181,3
"3497","Switzerland",173,198.159,1
"3498","Belarus",173,38.49,2
"3499","Spain",173,624.093,3
"3500","Poland",173,35.401,3
"3501","Hungary",173,57.889,3
"3502","Greece",173,18.296,3
"3503","Austria",173,80.093,2
"3504","Denmark",173,103.532,1
"3505","Germany",173,111.023,2
"3506","Serbia",173,38.419,1
"3507","Slovakia",173,4.961,3
"3508","Portugal",173,149.257,3
"3509","Bulgaria",173,29.343,2
"3510","Estonia",173,103.313,2
"3511","Romania",173,79.606,3
"3512","Belgium",173,831.337,2
"3513","Albania",173,16.536,1
"3514","Ireland",173,340.029,2
"3515","Netherlands",173,351.286,1
"3516","Norway",173,45.82,1
"3517","Slovenia",173,53.778,2
"3518","Finland",173,54.686,1
"3519","North Macedonia",173,121.322,2
"3520","Croatia",173,26.548,1
"3521","United Kingdom",173,824.291,2
"3522","Ukraine",173,9.924,2
"3523","Bosnia and Herzegovina",173,54.12,1
"3524","Bulgaria",174,29.343,2
"3525","Germany",174,111.023,2
"3526","Denmark",174,103.702,1
"3527","Austria",174,80.317,2
"3528","Romania",174,80.318,3
"3529","Slovenia",174,53.778,2
"3530","Portugal",174,149.257,3
"3531","North Macedonia",174,121.322,2
"3532","Lithuania",174,22.181,3
"3533","Switzerland",174,198.159,1
"3534","Latvia",174,16.21,2
"3535","Poland",174,35.828,3
"3536","Sweden",174,512.07,1
"3537","Serbia",174,38.565,1
"3538","Belgium",174,831.766,2
"3539","Ukraine",174,9.924,2
"3540","Finland",174,54.686,1
"3541","Albania",174,17.239,1
"3542","Norway",174,45.82,1
"3543","Ireland",174,340.228,2
"3544","Netherlands",174,351.286,1
"3545","Belarus",174,39.119,2
"3546","Croatia",174,26.548,1
"3547","Estonia",174,103.313,2
"3548","United Kingdom",174,825.891,2
"3549","Hungary",174,57.99,3
"3550","Czechia",174,32.876,1
"3551","Greece",174,18.296,3
"3552","Italy",174,587.898,3
"3553","Spain",174,624.093,3
"3554","France",174,297.261,3
"3555","Slovakia",174,4.961,3
"3556","Bosnia and Herzegovina",174,55.048,1
"3557","Germany",175,111.275,2
"3558","Ukraine",175,11.637,2
"3559","United Kingdom",175,827.061,2
"3560","Finland",175,54.686,1
"3561","North Macedonia",175,146.637,2
"3562","Czechia",175,32.971,1
"3563","Serbia",175,38.856,1
"3564","Austria",175,80.429,2
"3565","Estonia",175,103.313,2
"3566","Sweden",175,513.397,1
"3567","Ireland",175,340.626,2
"3568","Bulgaria",175,31.849,2
"3569","Slovakia",175,4.961,3
"3570","Belarus",175,39.539,2
"3571","Croatia",175,26.548,1
"3572","Hungary",175,57.99,3
"3573","Belgium",175,831.938,2
"3574","Lithuania",175,22.181,3
"3575","Albania",175,17.943,1
"3576","Greece",175,18.392,3
"3577","Poland",175,35.978,3
"3578","Italy",175,588.033,3
"3579","Spain",175,625.291,3
"3580","Latvia",175,16.21,2
"3581","Switzerland",175,198.159,1
"3582","Bosnia and Herzegovina",175,55.667,1
"3583","France",175,298.979,3
"3584","Denmark",175,103.702,1
"3585","Netherlands",175,351.97,1
"3586","Slovenia",175,53.778,2
"3587","Portugal",175,152.957,3
"3588","Romania",175,80.827,3
"3589","Norway",175,45.82,1
"3590","Slovakia",176,4.961,3
"3591","Greece",176,18.392,3
"3592","Lithuania",176,22.181,3
"3593","Ukraine",176,11.637,2
"3594","Estonia",176,103.313,2
"3595","Latvia",176,16.21,2
"3596","Slovenia",176,53.778,2
"3597","United Kingdom",176,828.142,2
"3598","Romania",176,81.997,3
"3599","France",176,298.979,3
"3600","Finland",176,54.686,1
"3601","Poland",176,36.079,3
"3602","Italy",176,588.406,3
"3603","Spain",176,625.291,3
"3604","Ireland",176,340.825,2
"3605","Sweden",176,515.577,1
"3606","Belarus",176,40.168,2
"3607","Switzerland",176,198.159,1
"3608","Norway",176,45.82,1
"3609","Belgium",176,832.624,2
"3610","Croatia",176,26.548,1
"3611","Denmark",176,103.702,1
"3612","Portugal",176,152.957,3
"3613","Bosnia and Herzegovina",176,56.594,1
"3614","Bulgaria",176,31.849,2
"3615","Germany",176,111.275,2
"3616","North Macedonia",176,146.637,2
"3617","Serbia",176,39.292,1
"3618","Austria",176,80.764,2
"3619","Czechia",176,32.971,1
"3620","Netherlands",176,351.97,1
"3621","Albania",176,18.647,1
"3622","Hungary",176,58.291,3
"3623","Lithuania",177,22.181,3
"3624","Finland",177,54.686,1
"3625","Spain",177,625.291,3
"3626","Sweden",177,517.094,1
"3627","Switzerland",177,198.273,1
"3628","Portugal",177,152.957,3
"3629","Denmark",177,103.872,1
"3630","Romania",177,83.116,3
"3631","Estonia",177,103.313,2
"3632","Czechia",177,32.971,1
"3633","Croatia",177,26.548,1
"3634","Netherlands",177,351.97,1
"3635","Ireland",177,341.024,2
"3636","Albania",177,19.35,1
"3637","Greece",177,18.392,3
"3638","Slovenia",177,53.778,2
"3639","France",177,298.979,3
"3640","Ukraine",177,11.637,2
"3641","Poland",177,36.229,3
"3642","Belarus",177,40.587,2
"3643","Bulgaria",177,31.849,2
"3644","Norway",177,46.004,1
"3645","Belgium",177,833.053,2
"3646","Serbia",177,39.875,1
"3647","Slovakia",177,4.961,3
"3648","Bosnia and Herzegovina",177,56.904,1
"3649","Italy",177,588.508,3
"3650","United Kingdom",177,829.179,2
"3651","Latvia",177,16.21,2
"3652","Germany",177,111.275,2
"3653","North Macedonia",177,146.637,2
"3654","Hungary",177,58.692,3
"3655","Austria",177,80.988,2
"3656","Lithuania",178,22.181,3
"3657","Slovenia",178,53.778,2
"3658","Spain",178,625.291,3
"3659","Hungary",178,58.692,3
"3660","Croatia",178,26.548,1
"3661","Czechia",178,33.067,1
"3662","Austria",178,81.1,2
"3663","Ireland",178,341.223,2
"3664","Bulgaria",178,31.849,2
"3665","France",178,298.979,3
"3666","Portugal",178,152.957,3
"3667","Greece",178,18.392,3
"3668","United Kingdom",178,830.201,2
"3669","North Macedonia",178,146.637,2
"3670","Romania",178,83.981,3
"3671","Denmark",178,103.872,1
"3672","Italy",178,588.897,3
"3673","Slovakia",178,4.961,3
"3674","Finland",178,54.686,1
"3675","Albania",178,20.406,1
"3676","Norway",178,46.188,1
"3677","Belarus",178,41.112,2
"3678","Poland",178,36.706,3
"3679","Switzerland",178,198.273,1
"3680","Bosnia and Herzegovina",178,57.522,1
"3681","Belgium",178,833.31,2
"3682","Netherlands",178,351.97,1
"3683","Ukraine",178,11.637,2
"3684","Latvia",178,16.21,2
"3685","Germany",178,111.275,2
"3686","Estonia",178,103.313,2
"3687","Sweden",178,518.989,1
"3688","Serbia",178,40.311,1
"3689","Bulgaria",179,31.849,2
"3690","Belarus",179,41.741,2
"3691","Norway",179,46.188,1
"3692","Czechia",179,33.067,1
"3693","Austria",179,81.1,2
"3694","Albania",179,21.813,1
"3695","Belgium",179,833.997,2
"3696","Netherlands",179,351.97,1
"3697","Finland",179,54.686,1
"3698","Germany",179,111.275,2
"3699","Romania",179,84.795,3
"3700","Spain",179,625.291,3
"3701","Serbia",179,40.893,1
"3702","Italy",179,589.253,3
"3703","Denmark",179,104.042,1
"3704","Croatia",179,26.797,1
"3705","Hungary",179,58.792,3
"3706","Poland",179,37.057,3
"3707","Switzerland",179,198.387,1
"3708","Bosnia and Herzegovina",179,58.141,1
"3709","Slovenia",179,53.778,2
"3710","Ireland",179,341.621,2
"3711","Estonia",179,103.313,2
"3712","Ukraine",179,11.637,2
"3713","Greece",179,18.392,3
"3714","Slovakia",179,4.961,3
"3715","France",179,298.979,3
"3716","Sweden",179,520.411,1
"3717","Lithuania",179,22.545,3
"3718","United Kingdom",179,831.401,2
"3719","Latvia",179,16.21,2
"3720","Portugal",179,152.957,3
"3721","North Macedonia",179,146.637,2
"3722","France",180,298.979,3
"3723","Hungary",180,58.893,3
"3724","Poland",180,37.434,3
"3725","Serbia",180,41.766,1
"3726","Estonia",180,103.313,2
"3727","Croatia",180,27.293,1
"3728","Denmark",180,104.042,1
"3729","Switzerland",180,198.387,1
